2020	CY	NATION	HH	NATION	NATIONAL TOTAL	NATIONAL TOTAL	NATIONAL TOTAL	NATIONAL TOTAL	2849236	8416679	222049224	0.03	0.38	0.32	0.09	15836547255	15023813143	15023813143	15101136743	319273464	0.00	0.21	0.20	77.00	0.40	0.59	0.78	0.10	0.02	0.06	0.00	0.01	2.24000000953674	6	0.21	0.34	0.11	0.14	0.41	0.57	0.29	0.41	0.44	0.72	0.8755	0.53	0.16	0.63	0.05	0.11	0.03	0.04	0.00	0.02	0.04	0.00	0.10	0.08	0.07	0.08	0.13	0.05	0.06	0.03	0.17	36702228	22853642	6639062	1319369	503090	4560397	1633137120	1077157725	314391915	64137405	26543880	261088485	0.91	0.08	0.25	0.02	0.01	0.00	0.03	729282%	0.12	0.19	0.61	0.05	0.49	0.36	0.13
2020	CY	STATE	HH	STATE	STATE TOTAL	STATE TOTAL	AK	STATE TOTAL	2590	7150	188508	0.03	0.34	0.31	0.08	21026747	15760411	15760411	13168833	445388	0.00	0.36	0.47	76.00	0.39	0.60	0.77	0.03	0.04	0.03	0.09	0.02	2.25	5	0.18	0.38	0.10	0.13	0.39	0.58	0.30	0.39	0.42	0.54	0.8755	0.47	0.17	0.58	0.03	0.12	0.04	0.04	0.00	0.02	0.08	0.01	0.04	0.06	0.05	0.10	0.16	0.06	0.04	0.07	0.11	28562	20727	7037	1822	482	3755	1515630	1118925	387465	105030	23520	209175	0.90	0.09	0.26	0.01	0.00	0.01	0.03	810%	0.13	0.20	0.60	0.05	0.44	0.37	0.18
2020	CY	STATE	HH	STATE	STATE TOTAL	STATE TOTAL	AL	STATE TOTAL	56731	193119	5314593	0.02	0.26	0.43	0.12	366988686	267400585	267400585	336541411	2626217	0.00	0.11	0.32	76.00	0.39	0.60	0.80	0.18	0.00	0.00	0.00	0.00	2.15000009536743	6	0.19	0.33	0.10	0.13	0.43	0.59	0.32	0.39	0.47	0.72	0.8755	0.54	0.14	0.65	0.04	0.11	0.02	0.05	0.00	0.03	0.04	0.00	0.12	0.08	0.08	0.07	0.12	0.04	0.07	0.03	0.13	711623	502334	164521	42476	10892	86974	30694875	22104300	7248165	1905450	526905	4033230	0.95	0.04	0.19	0.02	0.01	0.00	0.03	16245%	0.10	0.15	0.67	0.05	0.47	0.38	0.13
2020	CY	STATE	HH	STATE	STATE TOTAL	STATE TOTAL	AR	STATE TOTAL	32756	101892	2772614	0.02	0.28	0.37	0.09	210969951	150815899	150815899	179198754	1429452	0.00	0.16	0.46	76.00	0.39	0.60	0.87	0.10	0.00	0.01	0.00	0.00	2.1800000667572	6	0.22	0.34	0.09	0.14	0.44	0.57	0.33	0.41	0.42	0.66	0.8755	0.59	0.15	0.62	0.03	0.12	0.03	0.05	0.00	0.02	0.05	0.01	0.10	0.09	0.08	0.07	0.13	0.05	0.06	0.03	0.12	401105	276782	63063	20528	3996	62192	17141865	12070065	2796825	931875	185835	3220305	0.95	0.04	0.22	0.02	0.01	0.00	0.03	8766%	0.11	0.18	0.64	0.05	0.46	0.38	0.15
2020	CY	STATE	HH	STATE	STATE TOTAL	STATE TOTAL	AZ	STATE TOTAL	43443	109069	2769621	0.04	0.42	0.24	0.04	194025754	196911202	196911202	199905024	2500404	0.00	0.10	0.13	78.00	0.42	0.57	0.84	0.02	0.01	0.07	0.02	0.01	2.1800000667572	5	0.24	0.33	0.11	0.16	0.37	0.59	0.27	0.40	0.39	0.71	0.8755	0.52	0.17	0.61	0.03	0.13	0.02	0.03	0.00	0.02	0.04	0.00	0.07	0.07	0.08	0.07	0.18	0.06	0.04	0.03	0.17	394905	334350	94022	18081	7957	43777	18599910	16538775	4726020	888510	432045	2251440	0.89	0.09	0.31	0.02	0.01	0.00	0.03	11013%	0.12	0.26	0.55	0.05	0.51	0.35	0.13
2020	CY	STATE	HH	STATE	STATE TOTAL	STATE TOTAL	CA	STATE TOTAL	306144	987910	26532251	0.03	0.35	0.37	0.10	1757098392	2267730673	2267730673	1745793745	71759017	0.00	0.46	0.06	77.00	0.41	0.58	0.61	0.06	0.10	0.17	0.00	0.03	2.26999998092651	6	0.16	0.34	0.12	0.12	0.41	0.55	0.25	0.39	0.48	0.71	0.8755	0.54	0.18	0.62	0.07	0.10	0.03	0.03	0.00	0.02	0.04	0.01	0.12	0.06	0.07	0.13	0.11	0.06	0.10	0.03	0.14	5121724	2090780	424358	71308	70357	465883	249162585	102125250	20722500	3649110	3912570	25156410	0.94	0.05	0.25	0.01	0.00	0.00	0.02	66259%	0.16	0.15	0.64	0.04	0.58	0.31	0.10
2020	CY	STATE	HH	STATE	STATE TOTAL	STATE TOTAL	CO	STATE TOTAL	28983	69255	1729873	0.03	0.44	0.22	0.04	132984864	129223746	129223746	128778570	3924265	0.02	0.17	0.17	77.00	0.39	0.60	0.84	0.03	0.01	0.08	0.00	0.01	2.02999997138977	5	0.18	0.34	0.11	0.14	0.34	0.53	0.26	0.43	0.33	0.60	0.8755	0.43	0.18	0.61	0.03	0.10	0.02	0.02	0.01	0.03	0.04	0.00	0.05	0.06	0.06	0.10	0.17	0.07	0.04	0.02	0.20	244921	248020	86216	18861	4543	33608	10608405	12438075	4369830	1003185	256530	1996965	0.83	0.16	0.33	0.02	0.01	0.00	0.03	6859%	0.15	0.26	0.53	0.05	0.52	0.34	0.12
2020	CY	STATE	HH	STATE	STATE TOTAL	STATE TOTAL	CT	STATE TOTAL	38289	98135	2488437	0.03	0.43	0.26	0.05	201446329	204231217	204231217	181930858	6382874	0.00	0.17	0.04	79.00	0.40	0.59	0.84	0.06	0.01	0.05	0.00	0.02	2.21000003814697	5	0.23	0.35	0.12	0.16	0.39	0.52	0.26	0.42	0.37	0.72	0.8755	0.48	0.16	0.58	0.05	0.10	0.04	0.03	0.00	0.03	0.03	0.01	0.08	0.08	0.08	0.06	0.14	0.05	0.04	0.03	0.19	472186	282336	118560	15832	11333	113928	19684575	13328430	5668305	805890	643215	8109735	0.90	0.09	0.31	0.01	0.01	0.00	0.03	10051%	0.12	0.26	0.53	0.07	0.48	0.36	0.14
2020	CY	STATE	HH	STATE	STATE TOTAL	STATE TOTAL	DC	STATE TOTAL	3278	7872	201754	0.04	0.44	0.22	0.05	16950100	14778912	14778912	14417723	224729	0	0.37	0	76.00	0.38	0.61	0.20	0.73	0.01	0.03	0.00	0.01	2.54999995231628	5	0.12	0.39	0.12	0.15	0.38	0.60	0.21	0.30	0.49	0.63	0.8755	0.49	0.08	0.56	0.05	0.14	0.03	0.02	0.00	0.02	0.06	0.00	0.15	0.07	0.06	0.08	0.09	0.05	0.07	0.05	0.15	34585	27689	8827	656	244	4099	1653900	1189710	366120	31230	11790	229350	0.99	0.00	0.30	0.03	0.00	0.00	0.05	788%	0.13	0.27	0.54	0.05	0.45	0.38	0.16
2020	CY	STATE	HH	STATE	STATE TOTAL	STATE TOTAL	DE	STATE TOTAL	13014	29059	709051	0.06	0.46	0.21	0.03	55121921	58547615	58547615	56206802	1102383	0.00	0.12	0.28	76.00	0.43	0.56	0.79	0.15	0	0.02	0	0.01	2.15000009536743	6	0.24	0.27	0.10	0.15	0.37	0.58	0.28	0.42	0.45	0.8755	0.8755	0.55	0.12	0.60	0.03	0.14	0.03	0.03	0.00	0.02	0.05	0.00	0.09	0.07	0.09	0.05	0.14	0.04	0.04	0.02	0.22	110587	97766	28218	5202	3429	16746	5507430	4739100	1349220	271155	175725	1146150	0.92	0.07	0.37	0.01	0.01	0.00	0.03	3155%	0.11	0.33	0.46	0.08	0.45	0.38	0.16
